"","uniprot","Protein","n_peptides","condition","substrate","growthrate","R1","R2","R3","R4","mean_intensity","median_intensity","sd_intensity","IQR","MAD","CV","mean_mass_fraction","median_mass_fraction","sd_massfraction","rel_intensity","log2_fold_change","fold_change_mean","log2_fold_change_mean","anova","protein_name","protein","length","locus_tag","EC_number","gene_ontology_IDs","System","Process","Pathway","COG","COG_ID","COG_System","COG_Process","eggNOG_name","eggNOG_description","new_locus_tag","product_accession","seq_type","start","end","feature_interval_length","strand","Psortb_localization","Psortb_score","Process.abbr","Pathway.abbr","CI","mean_mass_fraction_norm","MolWeight","mass_g_per_gDCW","mol_fraction","conc_g_per_L_cell_vol","conc_mol_per_cell","conc_mol_per_L_cell_vol","conc_copies_per_cell","substrate_uptake_rate"
"402","Q0KEP9","RL25_CUPNH",20,"FA 0.1","formate",0.1,37140968274,25441084868,43043891016,23459682214,32271406593,31291026571,9381876731.36015,13670964755,6840643030,0.290717936459428,0.00205653669918006,0.0021065513928892,0.000612412273986482,0.861851091207318,-0.214489469812677,1.0242929849743,0.0346284375172634,0.122979406293682,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.462597111382506,0.00205653669918006,21.92,0.00139844495544244,0.00284591971417024,6.21531091307752e-07,2.55190685299716e-19,2.83544922343367e-05,153679.425303482,26.5935259613296
"403","Q0KEP9","RL25_CUPNH",20,"FA 0.15","formate",0.15,38014026402,25267446310,31485970391,22790796360,29389559865.75,28376708350.5,6814490934.68204,8469700571.25,4347587015.5,0.23186774370934,0.00183158060817364,0.00179158762369581,0.000415411379963925,0.781581805929503,-0.355531211000704,0.928894526171174,-0.106413303670764,0.122979406293682,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.36895332214113,0.00183158060817364,21.92,0.00124547481355808,0.00260087093745559,5.53544361581367e-07,2.27276425831766e-19,2.52529109505933e-05,136869.065051624,38.7388659569846
"404","Q0KEP9","RL25_CUPNH",20,"FA 0.2","formate",0.2,47778231956,31897961713,27675075502,22752021504,32525822668.75,29786518607.5,10833391831.5756,9423717271.25,4572970104.5,0.333070494231774,0.00207242778067825,0.0020056105994269,0.000668009713587603,0.820412315552885,-0.285578946007538,0.975043819263662,-0.0364610386775978,0.122979406293682,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.529989481883464,0.00207242778067825,21.92,0.00140925089086121,0.00297732936075968,6.26333729271648e-07,2.57162571325038e-19,2.85735904624963e-05,154866.922843917,50.8842059526396
"405","Q0KEP9","RL25_CUPNH",20,"FA 0.25","formate",0.25,46701298426,38261262184,34352271384,27815296140,36782532033.5,36306766784,7892740461.9935,7653243671.5,5222983022,0.214578497608732,0.00223276931220057,0.00226807732210415,0.000486680624237545,1,0,1.18848023217029,0.24911790732994,0.122979406293682,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.34144227345412,0.00223276931220057,21.92,0.00151828313229639,0.00320603246108026,6.74792503242839e-07,2.77058965747516e-19,3.07842987431722e-05,166848.811825746,63.0295459482946
"406","Q0KEP9","RL25_CUPNH",20,"FRC 0.05","fructose",0.05,31812198842,30014535072,45697559392,34020118830,35386103034,32916158836,7066790374.99807,5576696071,2002791879,0.19970524497168,0.00282442426932042,0.00269505858884395,0.000538217335698111,1.45404110069051,0.540068049810687,1.01535813023467,0.0219886747840375,0.322982153651829,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.31777560950295,0.00282442426932042,21.92,0.00192060850313789,0.00374540889076845,8.53603779172395e-07,3.50476004222242e-19,3.89417393051376e-05,211061.58654763,0.54063055062167
"407","Q0KEP9","RL25_CUPNH",20,"FRC 0.1","fructose",0.1,24349419514,NA,33342743538,40045406138,32579189730,33342743538,7875802171.11122,7847993312,6702662600,0.241743340960347,0.00302312785078618,0.00311441958063364,0.000752890194574698,1.47288508831143,0.558644878445661,1.02851690272594,0.0405655034190117,0.322982153651829,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",NA,0.00302312785078618,21.92,0.0020557269385346,0.00418614143403394,9.13656417126489e-07,3.75132653017263e-19,4.16813642094011e-05,225910.167765546,1.15896980461812
"408","Q0KEP9","RL25_CUPNH",20,"FRC 0.15","fructose",0.15,28363248834,30232621290,45508579269,38737599600,35710512248.25,34485110445,7940506789.18097,10665066341.25,5187175383,0.222357683753755,0.00326900036484034,0.00326955876926054,0.000727011514829553,1.52334809777504,0.607245647374182,1.06375526490886,0.0891662723475323,0.322982153651829,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.35382069455679,0.00326900036484034,21.92,0.00222292024809143,0.00458502583659486,9.87964554707303e-07,4.05642381038583e-19,4.5071330599578e-05,244283.555740014,1.77730905861456
"409","Q0KEP9","RL25_CUPNH",20,"FRC 0.2","fructose",0.2,13993935970,51289959114,39585598416,37833706104,35675799901,38709652260,15640207533.3647,10637925020,6728126505,0.438398230082188,0.00302268548783628,0.0034492961822782,0.00151216534134001,1.7099633544701,0.773965407631202,1.19406885647184,0.255886032604552,0.322982153651829,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.697589413783988,0.00302268548783628,21.92,0.00205542613172867,0.00431929747060059,9.13522725212744e-07,3.75077761264356e-19,4.16752651318439e-05,225877.111178741,2.39564831261101
"410","Q0KEP9","RL25_CUPNH",20,"FRC 0.25","fructose",0.25,4353790900,3314270950,44604428348,40921626446,23298529161,22637708673,22529895562.0075,37748416009,18803677748,0.967009350947393,0.00202766509529559,0.00208589374214515,0.00201707875373701,1,0,0.698300845658688,-0.51807937502665,0.322982153651829,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.53872766804866,0.00202766509529559,21.92,0.001378812264801,0.00291010431439899,6.12805451022668e-07,2.51608077518431e-19,2.79564251011504e-05,151521.928432979,3.01398756660746
"411","Q0KEP9","RL25_CUPNH",20,"NLIM 0.05","ammonium",0.05,1881227940,29763767226,23772357814,34093684176,22377759289,26768062520,14304646233.4181,12546671118,5160663181,0.639234967571112,0.0019575371229982,0.00248636892967227,0.00158937396212887,0.539965834829074,-0.889059968133459,0.695873659698768,-0.523102695524908,0.344158471112671,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.01716548037742,0.0019575371229982,21.92,0.00133112524363877,0.00271037694246942,5.91611219395011e-07,2.42906066357441e-19,2.69895359390416e-05,146281.454735301,0.190689848569826
"412","Q0KEP9","RL25_CUPNH",20,"NLIM 0.1","ammonium",0.1,21023891314,50668603520,79387133316,28505522158,44896287577,39587062839,26213778600.1668,31213121522,14822356103,0.583874079904903,0.00346681837040576,0.00329483463521794,0.00192376854107668,0.798550938018792,-0.324543657591213,1.02912171076699,0.0414136150173383,0.344158471112671,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.929073954172142,0.00346681837040576,21.92,0.00235743649187592,0.00467355306723776,1.04774955194485e-06,4.3018914085327e-19,4.77987456293476e-05,259065.960266077,0.773976444195177
"413","Q0KEP9","RL25_CUPNH",20,"NLIM 0.15","ammonium",0.15,46856073392,31619895802,53491936834,36785472411,42188344609.75,41820772901.5,9839411014.80551,13020960993.75,7618088795,0.233225814044658,0.00360489914928624,0.00371009679245619,0.000865290344605071,0.843609377260061,-0.245352963184637,1.08719016434806,0.120604309423914,0.344158471112671,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.371114315101604,0.00360489914928624,21.92,0.00245133142151464,0.00503036223714254,1.08948063178429e-06,4.47323252101212e-19,4.97025338642178e-05,269384.363410679,1.35726303982053
"414","Q0KEP9","RL25_CUPNH",20,"NLIM 0.2","ammonium",0.2,45630148946,43471878496,15459939002,25697505510,32564867988.5,34584692003,14484517110.2738,20873332225.5,9966321718,0.444789676880892,0.00258992577514909,0.00296771761983573,0.00132001016120047,0.697643024247774,-0.519439079779861,0.899078002963449,-0.15348180717131,0.344158471112671,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.707759631908965,0.00258992577514909,21.92,0.00176114952710138,0.00364049278133699,7.8273312315617e-07,3.21377650930909e-19,3.57085921725842e-05,193538.148316184,1.94054963544588
"415","Q0KEP9","RL25_CUPNH",20,"NLIM 0.25","ammonium",0.25,9872329482,47431966694,62486278912,51715278533,42876463405.25,49573622613.5,22896105806.5118,16365971236.75,7527156109,0.534001734007481,0.00342946117504026,0.00421734559043517,0.00225206985820119,1,0,1.28873646222274,0.365957272608551,0.344158471112671,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.8497159227036,0.00342946117504026,21.92,0.00233203359902738,0.0047841915980469,1.0364593773455e-06,4.2555357646485e-19,4.72836834345859e-05,256274.358094811,2.52383623107123
"416","Q0KEP9","RL25_CUPNH",20,"SUC 0.05","succinate",0.05,20986261059,19123287754,13889017598,12675163950,16668432590.25,16506152676,4014195589.52501,6003476894.25,3224061902,0.240826218529574,0.00179345927289999,0.00186421429692796,0.000448951679657927,0.545568600355296,-0.874167480978495,0.728833566487866,-0.456338690782483,0.00398074276769275,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.383208254687444,0.00179345927289999,21.92,0.00121955230557199,0.00242413913369181,5.42023246920884e-07,2.22546041162772e-19,2.47273131796367e-05,134020.360771757,1.00177830468287
"417","Q0KEP9","RL25_CUPNH",20,"SUC 0.1","succinate",0.1,27194077046,20359450158,15805418100,20777773014,21034179579.5,20568611586,4683491842.85847,3160906878.5,2486177457,0.222661018232583,0.002276149209544,0.00231110426648234,0.000514592829216623,0.679842774660747,-0.556726958001128,0.908212521366358,-0.138898167805116,0.00398074276769275,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.354303367402495,0.002276149209544,21.92,0.00154778146248992,0.00315581903131928,6.87902872217742e-07,2.82441872717139e-19,3.1382398919474e-05,170090.47422648,1.9273435515285
"418","Q0KEP9","RL25_CUPNH",20,"SUC 0.15","succinate",0.15,28584409032,25586478186,14633071422,19203813293,22001942983.25,22395145739.5,6279796964.66794,8274833072.25,4690297869.5,0.285420109008042,0.00228330216727519,0.00240483266815245,0.000686387602290173,0.740214182897813,-0.433985316179367,0.98886362326383,-0.0161565259833556,0.00398074276769275,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.454167085683158,0.00228330216727519,21.92,0.00155264547374713,0.00321922715088569,6.90064654998723e-07,2.83329466012249e-19,3.1481020298087e-05,170624.995411435,2.85290879837412
"419","Q0KEP9","RL25_CUPNH",20,"SUC 0.2","succinate",0.2,26525268653,34007149966,20498556386,18816117680,24961773171.25,23511912519.5,6878777628.08003,8317792271.75,3854575486.5,0.275572475596515,0.00243843351492041,0.00236105057471267,0.000650640551882144,0.777126048494075,-0.363779474647329,1.03817475779526,0.0540493155486833,0.00398074276769275,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.438497303400007,0.00243843351492041,21.92,0.00165813479014588,0.00351218359141672,7.36948795620391e-07,3.02579341267496e-19,3.36198931875728e-05,182217.541443887,3.77847404521975
"420","Q0KEP9","RL25_CUPNH",20,"SUC 0.25","succinate",0.25,39014179429,30268114668,30241792483,19031972594,29639014793.5,30254953575.5,8188654015.5624,5015293347.5,4386193473,0.27627956167282,0.00283611966865518,0.00299676522350189,0.000827944982385451,1,0,1.33591553108669,0.417828790196012,0.00398074276769275,"50S ribosomal protein L25 (General stress protein CTC)","rplY ctc H16_A0371",205,"H16_A0371",NA,"GO:0003735; GO:0005840; GO:0006412; GO:0008097","Genetic Information Processing","Genetic information processing","Ribosome","COG1825","J","Information storage and processing","Translation, ribosomal structure and biogenesis","ctc","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","H16_RS01825","WP_010814373.1","chromosome 1",389594,390211,618,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.439622435135534,0.00283611966865518,21.92,0.00192856137468552,0.00412317746196045,8.5713838874912e-07,3.51927258154292e-19,3.91029895807815e-05,211935.552107873,4.70403929206537
"421","Q0K6P5","RL27_CUPNH",5,"FA 0.05","formate",0.05,3076133376,5323833956,11518973069,4851247672,6192547018.25,5087540814,3680425463.83271,2465149636.25,1123850290,0.594331452467968,0.000366894458722572,0.000311220340185162,0.000184968036819822,0.580385126544245,-0.784917546771136,0.808646333389437,-0.306419226132925,0.0897762091944802,"50S ribosomal protein L27","rpmA H16_A3251",86,"H16_A3251",NA,"GO:0003735; GO:0005840; GO:0006412","Genetic Information Processing","Genetic information processing","Ribosome","COG0211","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rpmA","Belongs to the bacterial ribosomal protein bL27 family","H16_RS16195","WP_010814747.1","chromosome 1",3512785,3513045,261,"-","Cytoplasmic",9.26,"Genetic information ","Ribosome",0.945713967510292,0.000366894458722572,8.889,0.000249488231931349,0.00119876553742787,1.10883658636155e-07,1.12268301015344e-19,1.24742431941159e-05,67609.5522827284,14.4481859656746
"422","Q0K6P5","RL27_CUPNH",5,"FA 0.1","formate",0.1,3578200155,3890004576,6359977912.5,5567110152,4848823198.875,4728557364,1333334265.00868,1953273621.375,994454998.5,0.274981002672573,0.000308997465839778,0.000318332448406225,8.7535375845959e-05,0.539432402492931,-0.89048591126,0.751587203801491,-0.411987590621789,0.0897762091944802,"50S ribosomal protein L27","rpmA H16_A3251",86,"H16_A3251",NA,"GO:0003735; GO:0005840; GO:0006412","Genetic Information Processing","Genetic information processing","Ribosome","COG0211","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rpmA","Belongs to the bacterial ribosomal protein bL27 family","H16_RS16195","WP_010814747.1","chromosome 1",3512785,3513045,261,"-","Cytoplasmic",9.26,"Genetic information ","Ribosome",0.43755613798927,0.000308997465839778,8.889,0.000210118276771049,0.00105445667762728,9.33859007871329e-08,9.4552042646439e-20,1.05057720104885e-05,56940.5719417583,26.5935259613296
"423","Q0K6P5","RL27_CUPNH",5,"FA 0.15","formate",0.15,3737812189,9532073276,5173218216,4394317368,5709355262.25,4783767792,2615143252.8005,2032740907.75,717703013.5,0.458045284043141,0.000355811534139298,0.000302027249423057,0.000138342157250753,0.545730791520723,-0.873738648352908,0.760362702966865,-0.395240327714697,0.0897762091944802,"50S ribosomal protein L27","rpmA H16_A3251",86,"H16_A3251",NA,"GO:0003735; GO:0005840; GO:0006412","Genetic Information Processing","Genetic information processing","Ribosome","COG0211","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rpmA","Belongs to the bacterial ribosomal protein bL27 family","H16_RS16195","WP_010814747.1","chromosome 1",3512785,3513045,261,"-","Cytoplasmic",9.26,"Genetic information ","Ribosome",0.72885226092786,0.000355811534139298,8.889,0.000241951843214722,0.00124594947343665,1.07534152539877e-07,1.08876968484519e-19,1.20974288452834e-05,65567.2440623554,38.7388659569846
"424","Q0K6P5","RL27_CUPNH",5,"FA 0.2","formate",0.2,5547035470,12144607574,9743628126,6439324721,8468648972.75,8091476423.5,3043694348.2944,4127620579.75,2098296328,0.359407310196496,0.000539591683035327,0.000544822008030785,0.000195813012442198,0.923073197773627,-0.115483039781326,1.28611110569665,0.363015280856886,0.0897762091944802,"50S ribosomal protein L27","rpmA H16_A3251",86,"H16_A3251",NA,"GO:0003735; GO:0005840; GO:0006412","Genetic Information Processing","Genetic information processing","Ribosome","COG0211","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rpmA","Belongs to the bacterial ribosomal protein bL27 family","H16_RS16195","WP_010814747.1","chromosome 1",3512785,3513045,261,"-","Cytoplasmic",9.26,"Genetic information ","Ribosome",0.571897233213397,0.000539591683035327,8.889,0.000366922344464022,0.00191161471788552,1.63076597539565e-07,1.65112991096421e-19,1.83458695537145e-05,99433.3690198574,50.8842059526396
"425","Q0K6P5","RL27_CUPNH",5,"FA 0.25","formate",0.25,4094354850,11865891206,8198717226,9332885778,8372962265,8765801502,3238253051.8267,2793510503,1833586990,0.386751181880156,0.000508254656870246,0.000547598074899752,0.000211784202662777,1,0,1.39329265414556,0.478498320638211,0.0897762091944802,"50S ribosomal protein L27","rpmA H16_A3251",86,"H16_A3251",NA,"GO:0003735; GO:0005840; GO:0006412","Genetic Information Processing","Genetic information processing","Ribosome","COG0211","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rpmA","Belongs to the bacterial ribosomal protein bL27 family","H16_RS16195","WP_010814747.1","chromosome 1",3512785,3513045,261,"-","Cytoplasmic",9.26,"Genetic information ","Ribosome",0.615407434919304,0.000508254656870246,8.889,0.000345613166671767,0.00179967080316267,1.53605851854119e-07,1.55523980952533e-19,1.72804250476169e-05,93658.7320404112,63.0295459482946
"426","Q0K6P5","RL27_CUPNH",5,"FRC 0.05","fructose",0.05,2826211860,5680683602,6356226012,3555907986,4604757365,4618295794,1682118586.98818,2476085250,1400159013,0.365300156697439,0.000367539438958328,0.000378129714571341,0.000138130843984869,1.13267594484645,0.179735169513578,0.995915838155762,-0.0059042652502144,0.818950532346971,"50S ribosomal protein L27","rpmA H16_A3251",86,"H16_A3251",NA,"GO:0003735; GO:0005840; GO:0006412","Genetic Information Processing","Genetic information processing","Ribosome","COG0211","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rpmA","Belongs to the bacterial ribosomal protein bL27 family","H16_RS16195","WP_010814747.1","chromosome 1",3512785,3513045,261,"-","Cytoplasmic",9.26,"Genetic information ","Ribosome",0.581274067000661,0.000367539438958328,8.889,0.000249926818491663,0.00120187940732258,1.11078585996295e-07,1.12465662500467e-19,1.24961722260894e-05,67728.4061491033,0.54063055062167
"427","Q0K6P5","RL27_CUPNH",5,"FRC 0.1","fructose",0.1,2950251605,NA,4305190410,5847538049,4367660021.33333,4305190410,1449653070.18667,1448643222,1354938805,0.331906115198071,0.000405289227960739,0.000402131555130704,0.000133469922261991,1.05588421203465,0.0784516378382047,0.928395994289858,-0.107187796925588,0.818950532346971,"50S ribosomal protein L27","rpmA H16_A3251",86,"H16_A3251",NA,"GO:0003735; GO:0005840; GO:0006412","Genetic Information Processing","Genetic information processing","Ribosome","COG0211","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rpmA","Belongs to the bacterial ribosomal protein bL27 family","H16_RS16195","WP_010814747.1","chromosome 1",3512785,3513045,261,"-","Cytoplasmic",9.26,"Genetic information ","Ribosome",NA,0.000405289227960739,8.889,0.000275596675013303,0.00138391713858508,1.22487411117023e-07,1.24016953544067e-19,1.37796477252348e-05,74684.7563270448,1.15896980461812
"428","Q0K6P5","RL27_CUPNH",5,"FRC 0.15","fructose",0.15,3524719472,5335037008,5488214590,5535963724,4970983698.5,5411625799,967978176.294523,617694249.5,100463358,0.194725679061593,0.000455052210145998,0.000513080235462678,9.99098972635521e-05,1.32724681104256,0.40843667512251,1.16699407829148,0.222797240358717,0.818950532346971,"50S ribosomal protein L27","rpmA H16_A3251",86,"H16_A3251",NA,"GO:0003735; GO:0005840; GO:0006412","Genetic Information Processing","Genetic information processing","Ribosome","COG0211","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rpmA","Belongs to the bacterial ribosomal protein bL27 family","H16_RS16195","WP_010814747.1","chromosome 1",3512785,3513045,261,"-","Cytoplasmic",9.26,"Genetic information ","Ribosome",0.309852008936714,0.000455052210145998,8.889,0.000309435502899279,0.00157389476140033,1.37526890177457e-07,1.39244235751729e-19,1.54715662786103e-05,83854.8401639957,1.77730905861456
"429","Q0K6P5","RL27_CUPNH",5,"FRC 0.2","fructose",0.2,322151100,7404302084,3370231841,6177230420,4318478861.25,4773731130.5,3154207259.41132,3875786680.25,2017035121.5,0.730397753642893,0.000365889578359874,0.000425372267698492,0.000310690948788962,1.17079777040414,0.227491903481476,1.02943480712924,0.041852468717683,0.818950532346971,"50S ribosomal protein L27","rpmA H16_A3251",86,"H16_A3251",NA,"GO:0003735; GO:0005840; GO:0006412","Genetic Information Processing","Genetic information processing","Ribosome","COG0211","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rpmA","Belongs to the bacterial ribosomal protein bL27 family","H16_RS16195","WP_010814747.1","chromosome 1",3512785,3513045,261,"-","Cytoplasmic",9.26,"Genetic information ","Ribosome",1.16222581623417,0.000365889578359874,8.889,0.000248804913284715,0.00128931144344543,1.10579961459873e-07,1.11960811467978e-19,1.24400777230185e-05,67424.3777460068,2.39564831261101
