Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2116860	2118143	-	AAFOLC_09695	fabB	beta-ketoacyl-ACP synthase	COG:COG0304, COG:IQ, SO:0001217, UniRef:UniRef50_A0A6A5LEX8, UniRef:UniRef90_A0A848K1N4
contig_1	cds	2118397	2119578	-	AAFOLC_09700		3-oxoacyl-(Acyl carrier protein) synthase	SO:0001217, UniRef:UniRef50_G9A7K3
contig_1	cds	2119571	2120044	-	AAFOLC_09705		3-hydroxyacyl-[acyl-carrier-protein] dehydratase	SO:0001217, UniRef:UniRef50_A0A848K419
contig_1	cds	2120060	2120341	-	AAFOLC_09710	acpP	acyl carrier protein	COG:COG0236, COG:I, SO:0001217, UniRef:UniRef50_Q98L53, UniRef:UniRef90_D7A6B6
contig_1	cds	2120521	2122143	-	AAFOLC_09715	aidB	Acyl-CoA dehydrogenase AidB	SO:0001217, UniRef:UniRef50_A0A7G7SZ64
contig_1	cds	2122522	2123418	-	AAFOLC_09720	flgM	Flagellar biosynthesis protein FlgM	SO:0001217, UniRef:UniRef50_A0A6A0IM47
contig_1	cds	2123677	2124354	+	AAFOLC_09725		Ribonuclease HII	SO:0001217, UniRef:UniRef50_A0A1I3K9S2
contig_1	cds	2124719	2125201	+	AAFOLC_09730		Flavodoxin	SO:0001217, UniRef:UniRef50_C1DP20
contig_1	cds	2125180	2125551	+	AAFOLC_09735		DUF2023 domain-containing protein	SO:0001217, UniRef:UniRef50_A8I674
contig_1	cds	2125657	2126058	+	AAFOLC_09740	modE	Putative transcriptional regulator, ModE family	SO:0001217, UniRef:UniRef50_A7IK86
contig_1	cds	2125979	2127163	-	AAFOLC_09745		Molybdenum ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A3L7A689
contig_1	cds	2127160	2127849	-	AAFOLC_09750		Molybdenum transport system permease	SO:0001217, UniRef:UniRef50_A0A2D5ITP2
contig_1	cds	2127984	2128769	-	AAFOLC_09755		Periplasmic substrate-binding component of an ABC superfamily molybdenum transporter	SO:0001217, UniRef:UniRef50_A0A0N0I9E7
contig_1	cds	2128924	2129448	-	AAFOLC_09760	dedA	DedA family protein	SO:0001217, UniRef:UniRef50_H8NU92
contig_1	cds	2129757	2131388	+	AAFOLC_09765	rhlE	ATP-dependent RNA helicase RhlE	SO:0001217, UniRef:UniRef50_B6JJC0
contig_1	cds	2131527	2131802	+	AAFOLC_09770	infA	translation initiation factor IF-1	COG:COG0361, COG:J, GO:0003743, GO:0005737, GO:0019843, GO:0043022, SO:0001217, UniRef:UniRef50_Q7VZA3, UniRef:UniRef90_A8I655
contig_1	cds	2131827	2133254	+	AAFOLC_09775		hypothetical protein	
contig_1	cds	2133707	2134294	-	AAFOLC_09780	ykuD	YkuD domain-containing protein	SO:0001217, UniRef:UniRef50_W3RI47
contig_1	cds	2134521	2135411	-	AAFOLC_09785		Alpha/beta hydrolase fold	SO:0001217, UniRef:UniRef50_A7IKA2
contig_1	cds	2135586	2136878	+	AAFOLC_09790		DUF3568 domain-containing protein	SO:0001217, UniRef:UniRef50_A7IKA3
contig_1	tRNA	2137377	2137451	-	AAFOLC_09795	trnV	tRNA-Val(cac)	SO:0000273
contig_1	cds	2137602	2138288	-	AAFOLC_09800		Phosphoglycolate phosphatase	SO:0001217, UniRef:UniRef50_A7IKA5
contig_1	cds	2138558	2139046	+	AAFOLC_09805		Serine/threonine protein kinase	SO:0001217, UniRef:UniRef50_A0A259KSB4
contig_1	cds	2139327	2140034	+	AAFOLC_09810		Ribose-5-phosphate isomerase A	SO:0001217, UniRef:UniRef50_Q6G3V6
contig_1	cds	2140070	2140612	+	AAFOLC_09815		DUF2059 domain-containing protein	SO:0001217, UniRef:UniRef50_A7IKA8
contig_1	cds	2140840	2143032	-	AAFOLC_09820		Glycosyltransferase	SO:0001217, UniRef:UniRef50_A0A258ITF2
contig_1	cds	2143258	2144619	+	AAFOLC_09825		Glutathione reductase	SO:0001217, UniRef:UniRef50_A0A4R2GQB7
contig_1	cds	2144684	2145922	-	AAFOLC_09830		Bcr/CflA family efflux transporter	SO:0001217, UniRef:UniRef50_A0A0Q4XX43
contig_1	cds	2146350	2147786	+	AAFOLC_09835		3-deoxy-7-phosphoheptulonate synthase class II	EC:2.5.1.54, KEGG:K01626, SO:0001217, UniRef:UniRef50_A0A7S3FKU4, UniRef:UniRef90_UPI001EDCCD2C
contig_1	cds	2147985	2148158	-	AAFOLC_09840		hypothetical protein	
contig_1	cds	2148338	2150068	+	AAFOLC_09845		Sulfate permease	SO:0001217, UniRef:UniRef50_A0A7X1NER8
contig_1	cds	2150112	2150585	-	AAFOLC_09850		Dihydroneopterin aldolase	SO:0001217, UniRef:UniRef50_A0A3L7A6A5
contig_1	cds	2150860	2151600	+	AAFOLC_09855		hypothetical protein	PFAM:PF00106.28, PFAM:PF13561.9
contig_1	cds	2151610	2152104	-	AAFOLC_09860		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_K8PS37
contig_1	cds	2152814	2153434	+	AAFOLC_09865		dTTP/UTP pyrophosphatase	SO:0001217, UniRef:UniRef50_A9DFP0
contig_1	cds	2153431	2153646	+	AAFOLC_09870	yacG	DNA gyrase inhibitor YacG	SO:0001217, UniRef:UniRef50_A0A2G4RGH5
contig_1	cds	2153729	2154700	-	AAFOLC_09875		Putative non-heme chloroperoxidase	SO:0001217, UniRef:UniRef50_B0RSC7
contig_1	cds	2154971	2156452	+	AAFOLC_09880		Aldehyde dehydrogenase (NAD+)	SO:0001217, UniRef:UniRef50_B8CT61
contig_1	cds	2156630	2157268	-	AAFOLC_09885		Thiopurine S-methyltransferase	SO:0001217, UniRef:UniRef50_A7IIX3
contig_1	cds	2157524	2158957	+	AAFOLC_09890		aminotransferase	SO:0001217, UniRef:UniRef50_Q9I6J2, UniRef:UniRef90_UPI001F1C729E
contig_1	cds	2159023	2159619	-	AAFOLC_09895		GST N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B3NF62
contig_1	cds	2159710	2160633	-	AAFOLC_09900		hypothetical protein	
contig_1	cds	2160657	2161505	-	AAFOLC_09905		Ribosomal RNA large subunit methyltransferase J	SO:0001217, UniRef:UniRef50_V7FH33
contig_1	cds	2161540	2162247	-	AAFOLC_09910		Ribonuclease T	SO:0001217, UniRef:UniRef50_A0A258J2G6
contig_1	cds	2162244	2162753	-	AAFOLC_09915		DUF1036 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7A7T7
contig_1	cds	2163052	2164020	-	AAFOLC_09920	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	SO:0001217, UniRef:UniRef50_B8ERM9
contig_1	cds	2164120	2164881	-	AAFOLC_09925		hypothetical protein	
contig_1	cds	2164901	2165455	-	AAFOLC_09930		DUF992 domain-containing protein	SO:0001217, UniRef:UniRef50_A8IBY0
contig_1	cds	2165628	2166101	-	AAFOLC_09935		DUF992 domain-containing protein	SO:0001217, UniRef:UniRef50_Q6N1S5
contig_1	cds	2166288	2167490	-	AAFOLC_09940		Aspartate aminotransferase	SO:0001217, UniRef:UniRef50_P58350
contig_1	cds	2167915	2168538	+	AAFOLC_09945		Glutathione S-transferase, unnamed subgroup	SO:0001217, UniRef:UniRef50_X5M6R9
contig_1	cds	2168922	2169281	+	AAFOLC_09950		DUF2335 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7ABT6
contig_1	cds	2169281	2170456	+	AAFOLC_09955		glycine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A2I6S6S6
contig_1	cds	2170467	2170829	-	AAFOLC_09960		DMT family protein	SO:0001217, UniRef:UniRef50_A0A3L7NUA0
contig_1	cds	2171111	2172034	-	AAFOLC_09965		C1 family peptidase	SO:0001217, UniRef:UniRef50_UPI00045E642B
contig_1	cds	2172041	2172304	-	AAFOLC_09970		hypothetical protein	
contig_1	cds	2172442	2175069	+	AAFOLC_09975		UvrABC system protein B	SO:0001217, UniRef:UniRef50_G8PGD7
contig_1	cds	2175512	2175916	-	AAFOLC_09980		DUF930 domain-containing protein	SO:0001217, UniRef:UniRef50_A7IIZ3
contig_1	cds	2176342	2176947	+	AAFOLC_09985		DUF2478 domain-containing protein	SO:0001217, UniRef:UniRef50_A7IIZ4
contig_1	cds	2177171	2177422	-	AAFOLC_09990		hypothetical protein	
contig_1	cds	2177606	2178034	+	AAFOLC_09995	clpS	ATP-dependent Clp protease adapter protein ClpS	SO:0001217, UniRef:UniRef50_H0SMK4
contig_1	cds	2178959	2180437	-	AAFOLC_10000		MFS transporter	SO:0001217, UniRef:UniRef50_A0A1X1AXB4
contig_1	cds	2180548	2181282	+	AAFOLC_10005		Lipoprotein	SO:0001217, UniRef:UniRef50_A7IIZ5
contig_1	cds	2181314	2182642	-	AAFOLC_10010		Amidase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A259K039
contig_1	cds	2182815	2183789	-	AAFOLC_10015		NMT1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6J5G8T7
contig_1	cds	2183888	2184772	-	AAFOLC_10020	ssuC	Aliphatic sulfonates transport permease protein SsuC	SO:0001217, UniRef:UniRef50_A0A679JP83
contig_1	cds	2184769	2185548	-	AAFOLC_10025		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_H0TRH8, UniRef:UniRef90_A0A3L7A7N2
contig_1	cds	2185871	2186566	+	AAFOLC_10030		SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_A0A258K442
contig_1	cds	2186600	2187028	-	AAFOLC_10035	gtrA	GtrA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A348G2Y3
contig_1	cds	2187303	2190665	+	AAFOLC_10040	carB	carbamoyl-phosphate synthase large subunit	COG:COG0458, COG:EF, SO:0001217, UniRef:UniRef50_P38100, UniRef:UniRef90_A7IIZ7
contig_1	cds	2190958	2191416	+	AAFOLC_10045	greA	transcription elongation factor GreA	COG:COG0782, COG:K, GO:0003677, GO:0032784, GO:0070063, SO:0001217, UniRef:UniRef50_Q8UDE5, UniRef:UniRef90_A8HR94
contig_1	cds	2191761	2192243	-	AAFOLC_10050		Lrp/AsnC family transcriptional regulator	SO:0001217, UniRef:UniRef50_K8PF37, UniRef:UniRef90_A0A3L6ZWW0
contig_1	cds	2192463	2193422	+	AAFOLC_10055		Thioredoxin reductase	SO:0001217, UniRef:UniRef50_Q1RJD8
contig_1	cds	2193652	2194542	+	AAFOLC_10060	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, KEGG:K03566, SO:0001217, UniRef:UniRef50_A0A7H1NNL8, UniRef:UniRef90_A8HR98
contig_1	cds	2194967	2195485	+	AAFOLC_10065		Autolytic lysozyme	SO:0001217, UniRef:UniRef50_A0A1X6ZKM7
contig_1	cds	2195752	2196303	+	AAFOLC_10070		invasion associated locus B family protein	SO:0001217, UniRef:UniRef50_UPI0015E63DC8
contig_1	cds	2196768	2200358	+	AAFOLC_10075		hypothetical protein	
contig_1	cds	2200468	2201121	+	AAFOLC_10080		D-alanyl-D-alanine dipeptidase	SO:0001217, UniRef:UniRef50_A0A5E4P3U0
contig_1	cds	2201143	2202744	-	AAFOLC_10085		APH domain-containing protein	SO:0001217, UniRef:UniRef50_A7ID27
contig_1	cds	2202782	2203270	-	AAFOLC_10090		T2SP-E domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R3M3I3
contig_1	cds	2203263	2203565	-	AAFOLC_10095		DUF5132 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R3M3M4
contig_1	cds	2203617	2204744	-	AAFOLC_10100		NAD(P)-dependent alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_Q0KDL6, UniRef:UniRef90_A0A3L7A1Q6
contig_1	cds	2204901	2207966	-	AAFOLC_10105		Calcium-transporting ATPase 1	SO:0001217, UniRef:UniRef50_A0A1S1HI23
contig_1	cds	2208044	2209558	-	AAFOLC_10110		Sensor domain-containing diguanylate cyclase	SO:0001217, UniRef:UniRef50_A0A3L7A005
contig_1	cds	2210267	2211013	-	AAFOLC_10115		Transcriptional regulator, Crp/Fnr family	SO:0001217, UniRef:UniRef50_V4RWP5
contig_1	cds	2211027	2211893	-	AAFOLC_10120		ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component	SO:0001217, UniRef:UniRef50_Q3SUV4
contig_1	cds	2211958	2212905	-	AAFOLC_10125		hypothetical protein	
contig_1	cds	2213015	2214370	-	AAFOLC_10130		NMT1 domain-containing protein	SO:0001217, UniRef:UniRef50_U7GRR7
contig_1	cds	2214908	2215723	-	AAFOLC_10135	gntR	Transcriptional regulator, GntR family protein	SO:0001217, UniRef:UniRef50_A0P185
contig_1	cds	2216026	2216982	-	AAFOLC_10140		hypothetical protein	PFAM:PF00514.26, PFAM:PF02985.25, PFAM:PF03130.19, PFAM:PF12717.10, PFAM:PF13513.9, PFAM:PF13646.9, PFAM:PF18944.3
contig_1	cds	2216991	2217224	-	AAFOLC_10145	preA	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	COG:COG1146, COG:F, SO:0001217, UniRef:UniRef50_A0A132BSC1, UniRef:UniRef90_V4RQA6
contig_1	cds	2217255	2218991	-	AAFOLC_10150		fumarate reductase/succinate dehydrogenase flavoprotein subunit	SO:0001217, UniRef:UniRef50_A0A022FYR3, UniRef:UniRef90_V4TP14
contig_1	cds	2219051	2219413	-	AAFOLC_10155		gamma-butyrobetaine hydroxylase-like domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001EDFE7D7
contig_1	cds	2219540	2219875	+	AAFOLC_10160		Ferredoxin	SO:0001217, UniRef:UniRef50_Q1RH11
contig_1	cds	2219929	2220741	+	AAFOLC_10165		ferredoxin--NADP(+) reductase	SO:0001217, UniRef:UniRef50_A0A0H5DH38
contig_1	cds	2220877	2223339	+	AAFOLC_10170		nitrite reductase (cytochrome; ammonia-forming)	SO:0001217, UniRef:UniRef50_A0A150ZK01
contig_1	cds	2223806	2226157	+	AAFOLC_10175		DUF3141 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6J5F3S7
contig_1	cds	2226346	2228955	+	AAFOLC_10180		Magnesium-transporting ATPase, P-type 1	SO:0001217, UniRef:UniRef50_A0A165V1Q6
contig_1	cds	2229167	2230528	+	AAFOLC_10185		PTA-PTB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6J5F3M5
contig_1	cds	2230543	2231724	+	AAFOLC_10190		Acetate kinase	SO:0001217, UniRef:UniRef50_A0A1S1WZG8
contig_1	cds	2231905	2232378	-	AAFOLC_10195		J domain-containing protein	SO:0001217, UniRef:UniRef50_A0A848K1H6
contig_1	cds	2232621	2233745	+	AAFOLC_10200		Metallophos domain-containing protein	SO:0001217, UniRef:UniRef50_T0IAN8
contig_1	cds	2233742	2236372	+	AAFOLC_10205		DNA repair exonuclease SbcCD ATPase subunit	SO:0001217, UniRef:UniRef50_A0A011TYF2
contig_1	cds	2236466	2237167	+	AAFOLC_10210		Hydrolase, alpha/beta hydrolase fold family	SO:0001217, UniRef:UniRef50_Q9A4R7
contig_1	cds	2237183	2239297	-	AAFOLC_10215		Glutamine-dependent NAD(+) synthetase	SO:0001217, UniRef:UniRef50_P0A5L7
contig_1	cds	2239388	2240050	-	AAFOLC_10220		Protein-L-isoaspartate O-methyltransferase	SO:0001217, UniRef:UniRef50_V4THE3
contig_1	cds	2240075	2240725	-	AAFOLC_10225		DLH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V5C169
contig_1	cds	2240895	2242535	-	AAFOLC_10230		Alcohol dehydrogenase [acceptor]	SO:0001217, UniRef:UniRef50_A0A238LEN4
contig_1	cds	2242650	2243534	+	AAFOLC_10235	lysR	DNA-binding transcriptional regulator, LysR family	SO:0001217, UniRef:UniRef50_A0A1G6V5I2
contig_1	cds	2243521	2244411	-	AAFOLC_10240	dmlR	HTH-type transcriptional regulator DmlR	SO:0001217, UniRef:UniRef50_A0A5S9PQP1
contig_1	cds	2244549	2246048	+	AAFOLC_10245		Malonate-semialdehyde dehydrogenase (Acetylating)/methylmalonate-semialdehyde dehydrogenase	EC:1.2.1.18, EC:1.2.1.27, KEGG:K00140, SO:0001217, UniRef:UniRef50_A0A8R2FC99, UniRef:UniRef90_A0A848K7X9
contig_1	cds	2246454	2247212	-	AAFOLC_10250		GMP synthase [glutamine-hydrolyzing]	SO:0001217, UniRef:UniRef50_A0A1Y5SCM2
contig_1	cds	2247327	2248703	-	AAFOLC_10255		Aldehyde dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0W0UAE2
contig_1	cds	2248780	2250276	-	AAFOLC_10260	ethA	FAD-containing monooxygenase EthA	SO:0001217, UniRef:UniRef50_A0A2U3QD60
contig_1	cds	2250300	2251631	-	AAFOLC_10265		Glutamine synthetase	SO:0001217, UniRef:UniRef50_A0A1E4CTY9
contig_1	cds	2251633	2252433	-	AAFOLC_10270		ABC transporter permease subunit	SO:0001217, UniRef:UniRef50_A0A3P5XGM1, UniRef:UniRef90_UPI002022EBE7
contig_1	cds	2252442	2253368	-	AAFOLC_10275		ABC transporter permease subunit	SO:0001217, UniRef:UniRef50_A0A1E4CU46, UniRef:UniRef90_UPI002022CBE2
contig_1	cds	2253371	2254459	-	AAFOLC_10280		ATP-binding cassette domain-containing protein	SO:0001217, UniRef:UniRef50_A0A679JSV6, UniRef:UniRef90_UPI0020230F90
contig_1	cds	2254544	2255638	-	AAFOLC_10285		Spermidine/putrescine-binding periplasmic protein	SO:0001217, UniRef:UniRef50_A0A3P5XXL3
contig_1	cds	2255622	2256389	-	AAFOLC_10290		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q4A894
contig_1	cds	2256753	2257910	+	AAFOLC_10295		Abhydrolase-3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q4A8T8
contig_1	cds	2257903	2259084	+	AAFOLC_10300		Fe-ADH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M6N6U2
contig_1	cds	2259163	2260428	-	AAFOLC_10305		D-amino acid dehydrogenase	SO:0001217, UniRef:UniRef50_Q89T28
contig_1	cds	2260457	2261590	-	AAFOLC_10310		Alanine racemase	SO:0001217, UniRef:UniRef50_A0A5C8WRT5
contig_1	cds	2261730	2262194	+	AAFOLC_10315		Uncharacterized HTH-type transcriptional regulator y4sM	SO:0001217, UniRef:UniRef50_P50337
contig_1	cds	2262199	2262747	-	AAFOLC_10320		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A193LE24
contig_1	cds	2262887	2264227	+	AAFOLC_10325		Beta-alanine--pyruvate aminotransferase	SO:0001217, UniRef:UniRef50_A0A7U7I6E7
contig_1	cds	2264282	2265871	-	AAFOLC_10330		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0S2ELY0
contig_1	cds	2265900	2267105	-	AAFOLC_10335		Hemolysin D	SO:0001217, UniRef:UniRef50_A0A1Q3K6H8
contig_1	cds	2267250	2267927	+	AAFOLC_10340	betI	HTH-type transcriptional regulator BetI	SO:0001217, UniRef:UniRef50_A0A5S9NU14
contig_1	cds	2268072	2268893	+	AAFOLC_10345		Cytochrome c	SO:0001217, UniRef:UniRef50_A0A3L7AMS8
contig_1	cds	2269231	2270763	-	AAFOLC_10350		Copper oxidase	SO:0001217, UniRef:UniRef50_A0A1G3GV70
contig_1	cds	2270859	2271233	-	AAFOLC_10355		DUF2057 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q6EP85
contig_1	cds	2271247	2274381	-	AAFOLC_10360		Efflux RND transporter permease subunit	SO:0001217, UniRef:UniRef50_I1DZ73
contig_1	cds	2274393	2276048	-	AAFOLC_10365		HlyD-D23 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A512JG55
contig_1	cds	2276126	2277448	-	AAFOLC_10370		histidine kinase	SO:0001217, UniRef:UniRef50_A7IKU0
contig_1	cds	2277445	2278158	-	AAFOLC_10375	ompR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (WHTH) domain	SO:0001217, UniRef:UniRef50_A0A1G6V826
contig_1	cds	2278710	2279285	-	AAFOLC_10380	sinR	HTH-type transcriptional regulator SinR	SO:0001217, UniRef:UniRef50_A0A0M6YBC4
contig_1	cds	2279631	2280683	+	AAFOLC_10385		Extracytoplasmic solute receptor protein	SO:0001217, UniRef:UniRef50_A0A0M9EG43, UniRef:UniRef90_A0A1G4SY58
contig_1	cds	2280688	2281239	+	AAFOLC_10390		TRAP transporter small permease protein	SO:0001217, UniRef:UniRef50_A0A285S127
contig_1	cds	2281236	2282600	+	AAFOLC_10395		TRAP transporter large permease protein	SO:0001217, UniRef:UniRef50_A0A0P1IV23, UniRef:UniRef90_A0A6P1YUF0
contig_1	cds	2282647	2283030	+	AAFOLC_10400		2-iminobutanoate/2-iminopropanoate deaminase	SO:0001217, UniRef:UniRef50_A0A2S5CTL5
contig_1	cds	2283038	2283607	+	AAFOLC_10405		MOSC domain-containing protein	SO:0001217, UniRef:UniRef50_B1M8P0
contig_1	cds	2283611	2284555	+	AAFOLC_10410		Vanillate O-demethylase ferredoxin subunit	SO:0001217, UniRef:UniRef50_A0A7W6AMB5
contig_1	rRNA	2285213	2286697	+	AAFOLC_10415	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	tRNA	2286930	2287006	+	AAFOLC_10420	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	tRNA	2287078	2287153	+	AAFOLC_10425	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	rRNA	2287490	2290316	+	AAFOLC_10430	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	rRNA	2290408	2290522	+	AAFOLC_10435	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	cds	2290740	2291669	-	AAFOLC_10440		IS3 family transposase	SO:0001217, UniRef:UniRef50_A0A8F7ZGV0, UniRef:UniRef90_A7ILR9
contig_1	cds	2291663	2291929	-	AAFOLC_10445	tnp	IS3 family transposase ORF A	SO:0001217, UniRef:UniRef50_P17985, UniRef:UniRef90_A0A1G4UTN6
contig_1	cds	2292066	2292860	-	AAFOLC_10450		Amino acid/amide ABC transporter ATP-binding protein 2, HAAT family	SO:0001217, UniRef:UniRef50_A0A1H2HIQ0
contig_1	cds	2292974	2293735	-	AAFOLC_10455	metN	Methionine import ATP-binding protein MetN	SO:0001217, UniRef:UniRef50_A0A6M4H5Z4
contig_1	cds	2293745	2294881	-	AAFOLC_10460		Branched-chain amino acid ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A2R8ACW4
contig_1	cds	2294884	2295909	-	AAFOLC_10465		Branched-chain amino acid ABC transporter permease	SO:0001217, UniRef:UniRef50_V9WLB2
contig_1	cds	2296191	2297534	-	AAFOLC_10470		Branched-chain amino acid ABC transporter, periplasmic substrate-binding protein	SO:0001217, UniRef:UniRef50_Q5LUN2
contig_1	cds	2298151	2298984	-	AAFOLC_10475		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_V2UWG5
contig_1	cds	2298981	2299892	-	AAFOLC_10480		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_K8PIQ1
contig_1	cds	2299966	2301234	-	AAFOLC_10485		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A0M2R924
contig_1	cds	2301286	2302395	-	AAFOLC_10490	ugpC	sn-glycerol-3-phosphate import ATP-binding protein UgpC	SO:0001217, UniRef:UniRef50_A0A1X7AR31
contig_1	cds	2302398	2303180	-	AAFOLC_10495	deoR	DeoR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0D5W913
contig_1	cds	2303367	2304104	-	AAFOLC_10500	gntR	GntR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A4R3LQX4
contig_1	cds	2304279	2305460	+	AAFOLC_10505		3-ketoacyl-CoA thiolase	SO:0001217, UniRef:UniRef50_A0A3G9GDC1
contig_1	cds	2305590	2307242	+	AAFOLC_10510	dmdB2	3-methylmercaptopropionyl-CoA ligase of DmdB2 type	SO:0001217, UniRef:UniRef50_A0A6J4JUH8
contig_1	cds	2307349	2309445	+	AAFOLC_10515		3-hydroxyacyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1G7DLY5
contig_1	cds	2309442	2310224	+	AAFOLC_10520		3-oxoacyl-ACP reductase	SO:0001217, UniRef:UniRef50_A0A0K8P3U5
contig_1	cds	2310266	2312086	+	AAFOLC_10525		Acryloyl-CoA reductase (NADH)	SO:0001217, UniRef:UniRef50_A0A7G6UYB1
contig_1	cds	2312164	2313405	+	AAFOLC_10530		Branched chain amino acid ABC transporter amino acid-binding protein	SO:0001217, UniRef:UniRef50_I3TRE9
contig_1	cds	2313532	2315316	-	AAFOLC_10535		Amidohydro-3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I4A4N4
contig_1	cds	2315842	2316855	-	AAFOLC_10540		hypothetical protein	
contig_1	cds	2316995	2317474	+	AAFOLC_10545		HTH asnC-type domain-containing protein	SO:0001217, UniRef:UniRef50_V2TXS0
contig_1	cds	2317526	2318704	-	AAFOLC_10550		Carboxypeptidase G2	SO:0001217, UniRef:UniRef50_A0A1A8TR27
contig_1	cds	2318701	2320110	-	AAFOLC_10555		M20-dimer domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D7PHW4
contig_1	cds	2320148	2321200	-	AAFOLC_10560	ddpF	Putative D,D-dipeptide transport ATP-binding protein DdpF	SO:0001217, UniRef:UniRef50_A0A0S3PT03
contig_1	cds	2321197	2322177	-	AAFOLC_10565	gsiA	Glutathione import ATP-binding protein GsiA	SO:0001217, UniRef:UniRef50_A0A0J6EZH5
contig_1	cds	2322182	2323099	-	AAFOLC_10570	gsiD	Glutathione transport system permease protein GsiD	SO:0001217, UniRef:UniRef50_A0A221K6V6
contig_1	cds	2323096	2324013	-	AAFOLC_10575	gsiC	Glutathione transport system permease protein GsiC	SO:0001217, UniRef:UniRef50_A0A0S3PSW0
contig_1	cds	2324205	2325734	-	AAFOLC_10580		SBP-bac-5 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3KLV1
contig_1	cds	2325891	2326808	+	AAFOLC_10585		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A8HT96
contig_1	cds	2326936	2328582	-	AAFOLC_10590		Paromamine 6'-oxidase	SO:0001217, UniRef:UniRef50_A0A0W0YNV0
contig_1	cds	2328575	2328919	-	AAFOLC_10595		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A7IDI1
contig_1	cds	2328934	2330307	-	AAFOLC_10600		Sugar transporter	SO:0001217, UniRef:UniRef50_A7IDI2
contig_1	cds	2330366	2331688	-	AAFOLC_10605		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	SO:0001217, UniRef:UniRef50_A0A7V2Z082, UniRef:UniRef90_UPI001EE09635
contig_1	cds	2331840	2333174	+	AAFOLC_10610		Sugar transporter	SO:0001217, UniRef:UniRef50_A7IDI4
contig_1	cds	2333474	2334928	+	AAFOLC_10615		hypothetical protein	PFAM:PF05199.16
contig_1	cds	2334937	2335992	+	AAFOLC_10620		hypothetical protein	
contig_1	cds	2336050	2337177	-	AAFOLC_10625		hypothetical protein	PFAM:PF13579.9
contig_1	cds	2337492	2340767	+	AAFOLC_10630		Glycosyltransferase	SO:0001217, UniRef:UniRef50_A0A5B0DXV5
contig_1	cds	2340906	2341898	-	AAFOLC_10635		Branched-chain amino acid ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A074JXE2
