locus_tag	EC
AAFOLC_15180	EC=3.1.26.3
AAFOLC_15185	EC=3.4.21.89
AAFOLC_15190	EC=1.6.5.11
AAFOLC_15195	EC=2.7.8.7
AAFOLC_15200	EC=2.6.99.2
AAFOLC_15205	EC=2.7.6.5
AAFOLC_15215	EC=4.1.1.44
AAFOLC_15225	EC=1.6.5.5
AAFOLC_15230	EC=1.1.1.100;EC=1.1.1.47
AAFOLC_15235	EC=1.6.5.11
AAFOLC_15250	EC=4.1.3.24;EC=4.1.3.25
AAFOLC_15265	EC=1.13.11.45
AAFOLC_15280	EC=3.6.3.14
AAFOLC_15295	EC=2.7.1.69;EC=4.2.1.1
AAFOLC_15300	EC=3.1.3.5
AAFOLC_15305	EC=2.7.13.3
AAFOLC_15315	EC=1.3.-.-
AAFOLC_15335	EC=2.5.1.49
AAFOLC_15340	EC=1.2.7.3
AAFOLC_15370	EC=6.1.1.10
AAFOLC_15375	EC=2.7.7.7
AAFOLC_15380	EC=2.7.4.9
AAFOLC_15385	EC=3.4.16.4
AAFOLC_15410	EC=2.7.7.4
AAFOLC_15415	EC=2.7.1.25;EC=2.7.7.4
AAFOLC_15420	EC=3.1.4.52
AAFOLC_15430	EC=7.1.2.2
AAFOLC_15435	EC=3.6.3.14
AAFOLC_15440	EC=3.6.3.14
AAFOLC_15465	EC=7.1.2.2
AAFOLC_15490	EC=1.1.1.100;EC=1.1.1.311;EC=1.8.99.2
AAFOLC_15495	EC=2.7.2.1
AAFOLC_15500	EC=2.3.1.19;EC=2.3.1.8
AAFOLC_15520	EC=4.2.1.17
AAFOLC_15525	EC=4.2.1.24
AAFOLC_15530	EC=4.3.1.19
AAFOLC_15550	EC=2.3.2.29
AAFOLC_15565	EC=4.2.1.11
AAFOLC_15585	EC=1.7.1.13
AAFOLC_15590	EC=3.5.1.24
AAFOLC_15595	EC=1.6.5.11
AAFOLC_15605	EC=6.3.4.2
AAFOLC_15610	EC=3.6.3.14
AAFOLC_15630	EC=7.1.3.1
AAFOLC_15635	EC=6.1.1.11
AAFOLC_15645	EC=1.1.1.205
AAFOLC_15655	EC=3.6.3.25;EC=3.6.3.30;EC=3.6.3.31
AAFOLC_15670	EC=3.2.1.52
AAFOLC_15680	EC=3.1.1.2
AAFOLC_15685	EC=2.1.1.77
AAFOLC_15690	EC=3.6.4.12
AAFOLC_15710	EC=2.6.1.16
AAFOLC_15715	EC=2.3.1.157;EC=2.7.7.23
AAFOLC_15720	EC=2.7.1.107
AAFOLC_15740	EC=2.7.7.77
AAFOLC_15745	EC=2.3.3.16
AAFOLC_15750	EC=2.4.1.182
AAFOLC_15760	EC=2.3.1.129
AAFOLC_15765	EC=4.2.1.59
AAFOLC_15770	EC=2.3.1.191
AAFOLC_15780	EC=3.4.24.-
AAFOLC_15785	EC=1.1.1.267
AAFOLC_15790	EC=2.7.7.41
AAFOLC_15795	EC=2.5.1.31
AAFOLC_15805	EC=2.7.4.22
AAFOLC_15825	EC=2.7.7.7
AAFOLC_15830	EC=3.5.1.24
AAFOLC_15835	EC=2.7.4.16
AAFOLC_15845	EC=2.5.1.78
AAFOLC_15850	EC=2.5.1.9
AAFOLC_15855	EC=1.1.1.193;EC=3.5.4.26
AAFOLC_15860	EC=1.14.13.81;EC=2.7.7.6
AAFOLC_15865	EC=2.1.2.1
AAFOLC_15885	EC=2.8.4.4
AAFOLC_15895	EC=2.7.7.6
AAFOLC_15910	EC=1.11.1.15
AAFOLC_15915	EC=4.4.1.5
AAFOLC_15925	EC=4.3.3.7
AAFOLC_15940	EC=1.6.5.11;EC=3.6.3.12
AAFOLC_15975	EC=2.5.1.18
AAFOLC_15985	EC=3.6.1.7
AAFOLC_16000	EC=3.1.4.46
AAFOLC_16015	EC=5.2.1.8
AAFOLC_16020	EC=5.2.1.8
AAFOLC_16025	EC=2.7.7.3
AAFOLC_16030	EC=6.3.5.2
AAFOLC_16040	EC=5.1.1.3
AAFOLC_16050	EC=4.6.1.1
AAFOLC_16075	EC=4.2.1.113;EC=5.1.1.20
AAFOLC_16080	EC=1.7.99.4
AAFOLC_16085	EC=4.3.1.19
AAFOLC_16095	EC=3.6.1.54
AAFOLC_16100	EC=4.3.2.3
AAFOLC_16105	EC=4.3.2.9
AAFOLC_16110	EC=6.3.2.2
AAFOLC_16115	EC=2.1.1.193
AAFOLC_16145	EC=4.2.3.153
AAFOLC_16155	EC=4.2.1.96
AAFOLC_16160	EC=1.5.1.5;EC=3.5.4.9
AAFOLC_16165	EC=3.1.4.52
AAFOLC_16170	EC=2.7.3.9
AAFOLC_16175	EC=3.5.1.104;EC=3.5.1.41
AAFOLC_16185	EC=2.3.1.181
AAFOLC_16190	EC=3.1.11.2
AAFOLC_16195	EC=4.4.1.22
AAFOLC_16200	EC=3.6.3.17
AAFOLC_16210	EC=3.6.3.17;EC=3.6.3.25;EC=3.6.3.28;EC=3.6.3.29
AAFOLC_16235	EC=3.5.1.4
AAFOLC_16245	EC=1.14.14.9
AAFOLC_16250	EC=1.5.1.36
AAFOLC_16265	EC=1.6.5.5
AAFOLC_16270	EC=4.2.1.17
AAFOLC_16280	EC=4.3.3.7
AAFOLC_16295	EC=1.2.1.88;EC=1.5.5.2
AAFOLC_16300	EC=4.3.1.12
AAFOLC_16305	EC=1.2.1.3;EC=1.2.1.79
AAFOLC_16325	EC=1.3.8.6
AAFOLC_16330	EC=2.7.1.167;EC=2.7.7.70
AAFOLC_16335	EC=5.1.3.20
AAFOLC_16340	EC=1.1.1.22
AAFOLC_16345	EC=2.7.10.2
AAFOLC_16365	EC=2.4.1.182;EC=3.1.21.3
AAFOLC_16370	EC=1.1.1.271
AAFOLC_16375	EC=1.1.1.271
AAFOLC_16380	EC=5.1.3.2
AAFOLC_16385	EC=2.4.1.250
AAFOLC_16395	EC=5.1.3.2
AAFOLC_16420	EC=2.5.1.55
AAFOLC_16425	EC=2.7.7.38
AAFOLC_16430	EC=5.3.1.13
AAFOLC_16450	EC=2.7.8.31
AAFOLC_16455	EC=5.1.3.12;EC=5.1.3.2
AAFOLC_16485	EC=7.3.2.1
AAFOLC_16495	EC=2.7.7.13
AAFOLC_16500	EC=3.6.1.17
AAFOLC_16515	EC=2.4.2.52
AAFOLC_16530	EC=4.1.2.25
AAFOLC_16540	EC=3.1.3.11
AAFOLC_16545	EC=6.2.1.1
AAFOLC_16595	EC=3.4.21.53
AAFOLC_16605	EC=3.4.21.92
AAFOLC_16610	EC=5.2.1.8
AAFOLC_16625	EC=4.2.1.136;EC=5.1.99.6
AAFOLC_16630	EC=5.99.1.3
AAFOLC_16635	EC=6.3.1.2
AAFOLC_16655	EC=2.6.1.85
AAFOLC_16660	EC=4.1.3.38
AAFOLC_16665	EC=2.3.1.57
AAFOLC_16670	EC=3.1.26.5
AAFOLC_16695	EC=2.1.1.200
AAFOLC_16700	EC=1.1.1.42
AAFOLC_16710	EC=2.5.1.16
AAFOLC_16720	EC=6.1.1.7
AAFOLC_16735	EC=1.1.1.47
AAFOLC_16740	EC=1.2.1.83
AAFOLC_16750	EC=6.3.4.14
AAFOLC_16775	EC=2.8.3.16;EC=2.8.3.19
AAFOLC_16815	EC=1.2.1.3
AAFOLC_16820	EC=2.6.1.1;EC=2.6.1.39
AAFOLC_16835	EC=1.2.99.2
AAFOLC_16845	EC=4.1.1.45
AAFOLC_16855	EC=3.1.1.24
AAFOLC_16870	EC=3.6.3.25;EC=3.6.3.36
AAFOLC_16890	EC=4.1.1.61;EC=4.1.1.98
AAFOLC_16905	EC=3.6.3.25;EC=3.6.3.36
AAFOLC_16915	EC=2.5.1.129
AAFOLC_16925	EC=1.1.1.31;EC=1.1.1.60
AAFOLC_16935	EC=3.1.1.81
AAFOLC_16940	EC=4.1.1.44
AAFOLC_16955	EC=3.6.3.17
AAFOLC_16975	EC=2.8.3.16;EC=5.1.99.4
AAFOLC_17015	EC=2.7.4.1
AAFOLC_17020	EC=2.7.1.69
AAFOLC_17035	EC=6.3.2.2
AAFOLC_17045	EC=6.2.1.3
AAFOLC_17050	EC=3.5.1.46
AAFOLC_17055	EC=3.1.26.5
AAFOLC_17060	EC=2.3.1.9
AAFOLC_17065	EC=1.1.1.35
AAFOLC_17080	EC=2.5.1.18
AAFOLC_17090	EC=2.8.1.7
AAFOLC_17100	EC=3.6.3.27;EC=3.6.3.28
AAFOLC_17105	EC=2.5.1.26;EC=3.1.4.4
AAFOLC_17110	EC=2.8.1.7
AAFOLC_17120	EC=2.1.1.190
AAFOLC_17125	EC=2.1.1.226;EC=2.1.1.227
AAFOLC_17130	EC=5.4.99.5
AAFOLC_17150	EC=1.16.3.1
AAFOLC_17155	EC=3.6.3.25;EC=3.6.3.30
AAFOLC_17180	EC=4.2.1.1
AAFOLC_17205	EC=1.3.1.9
AAFOLC_17215	EC=3.1.3.3
AAFOLC_17240	EC=4.2.3.5
AAFOLC_17250	EC=4.1.99.12
AAFOLC_17260	EC=5.3.3.2
AAFOLC_17280	EC=1.14.15.24
AAFOLC_17285	EC=2.4.1.17
AAFOLC_17290	EC=2.5.1.32
AAFOLC_17295	EC=1.3.99.28;EC=1.3.99.29
AAFOLC_17300	EC=5.5.1.19
AAFOLC_17305	EC=1.6.5.8;EC=2.7.11.1;EC=2.7.13.3;EC=4.2.1.80
AAFOLC_17310	EC=1.11.1.15
AAFOLC_17315	EC=2.7.7.65
AAFOLC_17320	EC=3.6.3.-
AAFOLC_17325	EC=2.7.1.69
AAFOLC_17350	EC=3.4.17.19
AAFOLC_17360	EC=3.1.4.52
AAFOLC_17365	EC=2.4.1.129;EC=3.4.16.4
AAFOLC_17370	EC=3.5.1.28
AAFOLC_17375	EC=3.1.26.12
AAFOLC_17390	EC=2.7.1.69
AAFOLC_17400	EC=2.7.8.26
AAFOLC_17405	EC=3.6.3.25;EC=3.6.3.30
AAFOLC_17425	EC=1.17.4.1
AAFOLC_17440	EC=3.5.1.4
AAFOLC_17450	EC=3.6.3.24
AAFOLC_17465	EC=3.2.1.17
AAFOLC_17470	EC=2.7.8.8
AAFOLC_17475	EC=4.1.1.65
AAFOLC_17480	EC=1.2.1.3;EC=1.2.1.8
AAFOLC_17500	EC=4.2.1.17
AAFOLC_17535	EC=3.6.1.3;EC=3.6.3.17;EC=3.6.3.27;EC=3.6.3.28;EC=3.6.3.30;EC=3.6.3.33
AAFOLC_17540	EC=3.6.3.17
AAFOLC_17555	EC=4.2.1.17
AAFOLC_17570	EC=6.2.1.3
AAFOLC_17580	EC=3.6.3.17
AAFOLC_17600	EC=3.6.3.25;EC=3.6.3.27;EC=3.6.3.28;EC=3.6.3.29;EC=3.6.3.30
AAFOLC_17610	EC=1.2.4.1
AAFOLC_17615	EC=1.2.4.4
AAFOLC_17620	EC=4.2.1.17
AAFOLC_17625	EC=2.3.1.12
AAFOLC_17630	EC=1.3.1.108
AAFOLC_17660	EC=2.7.1.69
AAFOLC_17670	EC=2.7.1.24
AAFOLC_17695	EC=3.5.1.5
AAFOLC_17705	EC=3.5.1.5
AAFOLC_17710	EC=3.5.1.5
AAFOLC_17725	EC=1.8.1.8;EC=3.1.3.27;EC=3.6.1.27
AAFOLC_17760	EC=5.1.1.1
AAFOLC_17770	EC=1.1.1.399;EC=1.1.1.95
AAFOLC_17800	EC=3.6.3.25;EC=3.6.3.36
AAFOLC_17810	EC=4.1.1.45
AAFOLC_17820	EC=1.2.99.2
AAFOLC_17825	EC=1.2.99.2
AAFOLC_17835	EC=4.2.1.17
AAFOLC_17840	EC=6.2.1.3
AAFOLC_17845	EC=1.1.1.100;EC=1.1.1.47
AAFOLC_17860	EC=1.3.1.9
AAFOLC_17865	EC=3.1.6.1
AAFOLC_17875	EC=6.2.1.3
AAFOLC_17880	EC=4.1.3.36
AAFOLC_17890	EC=1.1.1.100;EC=1.1.1.47
AAFOLC_17895	EC=1.12.1.2;EC=1.6.5.11
AAFOLC_17900	EC=1.12.1.2
AAFOLC_17905	EC=1.12.1.2
AAFOLC_17910	EC=1.12.1.2
AAFOLC_17935	EC=1.6.5.11;EC=2.7.1.69
AAFOLC_17945	EC=1.6.99.3
AAFOLC_17955	EC=6.2.1.1;EC=6.2.1.3
AAFOLC_17965	EC=1.1.1.47
AAFOLC_17970	EC=1.3.1.95
AAFOLC_17985	EC=3.6.1.3;EC=3.6.3.25
AAFOLC_18005	EC=4.2.1.17
AAFOLC_18030	EC=2.3.1.101
AAFOLC_18035	EC=3.6.1.3;EC=3.6.3.25;EC=3.6.3.27;EC=3.6.3.28;EC=3.6.3.30
AAFOLC_18040	EC=3.6.3.25
AAFOLC_18060	EC=1.17.1.4;EC=1.2.99.2
AAFOLC_18065	EC=1.2.99.2
AAFOLC_18090	EC=1.8.3.4
AAFOLC_18095	EC=3.2.1.23
AAFOLC_18100	EC=1.11.1.5
AAFOLC_18105	EC=1.-.-.-
AAFOLC_18115	EC=1.11.1.15
AAFOLC_18135	EC=2.7.1.69
AAFOLC_18140	EC=3.5.2.17
AAFOLC_18145	EC=4.1.1.97
AAFOLC_18150	EC=3.5.1.87
AAFOLC_18175	EC=3.6.3.25
AAFOLC_18190	EC=2.6.1.1;EC=2.6.1.39
AAFOLC_18205	EC=3.6.3.25
AAFOLC_18215	EC=2.7.7.65
AAFOLC_18225	EC=3.1.2.6
AAFOLC_18230	EC=1.11.1.24
AAFOLC_18235	EC=2.7.1.69;EC=3.6.3.14
AAFOLC_18240	EC=1.8.1.8
AAFOLC_18260	EC=1.10.3.10;EC=1.10.3.14
AAFOLC_18265	EC=1.10.3.10;EC=1.10.3.14
AAFOLC_18270	EC=1.10.3.14
AAFOLC_18275	EC=1.1.99.3
AAFOLC_18280	EC=2.2.1.6
AAFOLC_18295	EC=1.1.1.100
AAFOLC_18300	EC=6.1.1.1
AAFOLC_18305	EC=2.7.1.170
AAFOLC_18310	EC=2.7.1.69
AAFOLC_18325	EC=3.2.2.n1
AAFOLC_18335	EC=2.3.1.182
AAFOLC_18345	EC=6.1.1.16
AAFOLC_18355	EC=4.2.1.1
AAFOLC_18375	EC=6.1.1.17
AAFOLC_18385	EC=1.6.5.11
AAFOLC_18395	EC=6.4.1.3
AAFOLC_18400	EC=6.4.1.3
AAFOLC_18410	EC=2.1.1.79
AAFOLC_18420	EC=5.4.99.2
AAFOLC_18425	EC=5.4.99.2
AAFOLC_18445	EC=2.2.1.7
AAFOLC_18455	EC=3.4.24.84
AAFOLC_18460	EC=2.1.1.334
AAFOLC_18465	EC=3.1.11.6
AAFOLC_18475	EC=2.4.2.17
AAFOLC_18490	EC=3.2.1.4
AAFOLC_18495	EC=3.4.11.2
AAFOLC_18500	EC=4.3.1.7
AAFOLC_18515	EC=2.7.13.3
AAFOLC_18520	EC=2.7.7.42;EC=2.7.7.89
AAFOLC_18525	EC=2.7.13.3
AAFOLC_18530	EC=3.6.4.12
AAFOLC_18535	EC=3.4.21.107
AAFOLC_18565	EC=1.2.99.3
AAFOLC_18575	EC=2.4.1.129
AAFOLC_18585	EC=1.15.1.1
AAFOLC_18595	EC=3.5.1.18
AAFOLC_18610	EC=5.4.99.5
AAFOLC_18630	EC=3.1.1.57;EC=3.1.1.92
AAFOLC_18640	EC=4.2.1.80
AAFOLC_18645	EC=4.1.1.68;EC=4.3.2.3
AAFOLC_18675	EC=4.1.2.52
AAFOLC_18685	EC=4.2.1.1
AAFOLC_18690	EC=2.7.1.69
AAFOLC_18695	EC=1.3.1.84
AAFOLC_18715	EC=4.2.1.17
AAFOLC_18740	EC=2.7.13.3
AAFOLC_18755	EC=1.8.1.2
AAFOLC_18760	EC=2.7.1.180
AAFOLC_18775	EC=3.1.4.53
AAFOLC_18795	EC=3.6.3.19;EC=3.6.3.20;EC=3.6.3.25;EC=3.6.3.31
AAFOLC_18800	EC=2.4.2.4
AAFOLC_18805	EC=3.1.3.15
AAFOLC_18820	EC=6.3.5.4
AAFOLC_18825	EC=6.3.2.29
AAFOLC_18830	EC=3.4.11.7
AAFOLC_18845	EC=2.7.13.3
AAFOLC_18860	EC=5.2.1.8
AAFOLC_18880	EC=3.5.1.2
AAFOLC_18900	EC=2.1.1.44
AAFOLC_18920	EC=3.2.1.17
AAFOLC_18925	EC=1.6.5.11
AAFOLC_18935	EC=3.4.21.89
AAFOLC_18945	EC=3.5.1.28
AAFOLC_18955	EC=3.5.1.90
AAFOLC_18990	EC=3.1.1.29
AAFOLC_19025	EC=2.5.1.141
AAFOLC_19035	EC=6.2.1.27
AAFOLC_19045	EC=4.2.1.17
AAFOLC_19050	EC=2.3.1.89;EC=4.2.1.1
AAFOLC_19070	EC=2.7.1.69
AAFOLC_19080	EC=2.7.13.3
AAFOLC_19085	EC=3.5.1.28;EC=3.6.3.12
AAFOLC_19090	EC=7.2.2.6
AAFOLC_19095	EC=3.6.3.12
AAFOLC_19100	EC=3.6.3.12
AAFOLC_19105	EC=2.8.3.16;EC=2.8.3.19
AAFOLC_19120	EC=3.4.23.36
AAFOLC_19125	EC=4.2.1.17
AAFOLC_19130	EC=1.1.1.100
AAFOLC_19135	EC=2.3.1.9
AAFOLC_19150	EC=1.6.99.1
AAFOLC_19185	EC=4.3.3.7
AAFOLC_19190	EC=1.7.2.3
AAFOLC_19195	EC=1.1.1.100
AAFOLC_19200	EC=1.4.99.6
AAFOLC_19210	EC=2.5.1.18
AAFOLC_19235	EC=2.7.13.3
AAFOLC_19250	EC=2.5.1.19
AAFOLC_19255	EC=2.7.4.25
AAFOLC_19270	EC=6.6.1.2
AAFOLC_19275	EC=1.14.13.83
AAFOLC_19280	EC=5.4.99.61
AAFOLC_19285	EC=2.1.1.130
AAFOLC_19290	EC=2.1.1.131
AAFOLC_19295	EC=1.3.1.106
AAFOLC_19300	EC=2.1.1.132
AAFOLC_19310	EC=2.1.1.133
AAFOLC_19315	EC=2.1.1.195
AAFOLC_19320	EC=6.3.5.9
AAFOLC_19330	EC=2.7.8.37
AAFOLC_19335	EC=6.3.4.4
AAFOLC_19340	EC=1.2.1.16
AAFOLC_19360	EC=3.1.4.53
AAFOLC_19370	EC=5.4.99.5
AAFOLC_19390	EC=2.7.1.69
AAFOLC_19395	EC=1.6.5.11
AAFOLC_19400	EC=3.1.27.3
AAFOLC_19405	EC=1.2.1.11
AAFOLC_19420	EC=2.3.1.9
AAFOLC_19425	EC=6.3.4.3
AAFOLC_19435	EC=6.3.5.1
AAFOLC_19440	EC=1.3.98.3
AAFOLC_19445	EC=3.6.1.66
AAFOLC_19450	EC=2.7.7.56
AAFOLC_19460	EC=5.2.1.8
AAFOLC_19480	EC=2.5.1.16
AAFOLC_19485	EC=2.7.11.1
AAFOLC_19500	EC=2.7.13.3
AAFOLC_19505	EC=2.7.13.3
AAFOLC_19520	EC=2.7.1.69
AAFOLC_19525	EC=1.1.2.4
AAFOLC_19535	EC=2.1.1.228
AAFOLC_19540	EC=3.1.26.5
AAFOLC_19550	EC=2.5.1.16
AAFOLC_19555	EC=2.7.13.3
AAFOLC_19575	EC=1.7.7.1
AAFOLC_19580	EC=1.8.1.2
AAFOLC_19585	EC=3.6.1.1
AAFOLC_19600	EC=1.8.4.11
AAFOLC_19610	EC=4.3.2.3
AAFOLC_19615	EC=3.5.1.90
AAFOLC_19620	EC=2.3.1.179;EC=2.3.1.41
AAFOLC_19630	EC=1.4.1.2
AAFOLC_19660	EC=3.6.3.36
AAFOLC_19665	EC=3.5.1.54
AAFOLC_19670	EC=1.7.2.1
AAFOLC_19675	EC=3.6.3.14
AAFOLC_19700	EC=4.2.1.17
AAFOLC_19715	EC=2.7.1.69
AAFOLC_19745	EC=2.2.1.6
AAFOLC_19755	EC=1.2.1.-
AAFOLC_19765	EC=1.1.1.1
AAFOLC_19770	EC=1.17.1.4;EC=1.17.1.5;EC=1.2.7.4;EC=1.2.99.2;EC=1.5.99.14
AAFOLC_19775	EC=1.2.99.2
AAFOLC_19780	EC=1.17.1.4
AAFOLC_19785	EC=6.2.1.3
AAFOLC_19790	EC=1.1.1.100
AAFOLC_19800	EC=4.2.1.17
AAFOLC_19830	EC=3.6.3.25;EC=3.6.3.28
AAFOLC_19835	EC=3.6.3.27;EC=3.6.3.28;EC=7.4.2.5
AAFOLC_19855	EC=4.2.1.84
AAFOLC_19860	EC=4.2.1.84
AAFOLC_19870	EC=3.5.1.4;EC=6.3.5.6;EC=6.3.5.7
AAFOLC_19875	EC=3.6.3.25;EC=3.6.3.36
AAFOLC_19880	EC=2.7.1.69;EC=3.6.3.14
AAFOLC_19900	EC=4.2.1.1
AAFOLC_19905	EC=1.13.11.24
AAFOLC_19950	EC=3.1.1.1
AAFOLC_19960	EC=1.1.1.14
AAFOLC_19970	EC=3.6.3.17
AAFOLC_19990	EC=1.14.19.1
AAFOLC_19995	EC=1.6.5.11
AAFOLC_20000	EC=1.9.3.1
AAFOLC_20010	EC=5.99.1.2
AAFOLC_20035	EC=2.4.1.129
AAFOLC_20060	EC=1.2.1.68
AAFOLC_20065	EC=2.3.3.13
AAFOLC_20075	EC=2.7.1.69
AAFOLC_20090	EC=3.6.3.14
AAFOLC_20100	EC=3.5.1.29;EC=3.7.1.17
AAFOLC_20115	EC=1.1.99.-
AAFOLC_20135	EC=1.14.13.48
AAFOLC_20140	EC=2.7.13.3
AAFOLC_20145	EC=4.1.2.42
AAFOLC_20155	EC=2.6.1.45
AAFOLC_20160	EC=1.1.2.4;EC=1.1.99.14
AAFOLC_20170	EC=1.6.5.11
AAFOLC_20175	EC=2.7.1.69
AAFOLC_20180	EC=2.8.3.16;EC=2.8.3.19
AAFOLC_20185	EC=4.2.1.17
AAFOLC_20195	EC=3.6.1.3;EC=3.6.3.17;EC=3.6.3.41
AAFOLC_20205	EC=2.3.1.1;EC=2.3.1.35
AAFOLC_20210	EC=3.6.1.55;EC=3.6.1.65
AAFOLC_20215	EC=1.13.11.63
AAFOLC_20220	EC=1.1.1.340
AAFOLC_20225	EC=1.1.1.85
AAFOLC_20230	EC=1.8.4.14
AAFOLC_20235	EC=1.1.1.36
AAFOLC_20240	EC=2.3.1.9
AAFOLC_20260	EC=5.2.1.8
AAFOLC_20300	EC=1.1.1.81
AAFOLC_20310	EC=3.6.1.27
AAFOLC_20315	EC=3.1.2.28
AAFOLC_20325	EC=3.4.11.18
AAFOLC_20340	EC=1.4.3.5
AAFOLC_20345	EC=1.1.1.29;EC=1.1.1.79;EC=1.1.1.95
AAFOLC_20350	EC=3.6.3.20;EC=7.6.2.10
AAFOLC_20360	EC=2.7.7.41
AAFOLC_20395	EC=2.7.9.1
AAFOLC_20405	EC=2.6.1.42;EC=4.3.2.3
AAFOLC_20410	EC=6.2.1.5
AAFOLC_20415	EC=6.2.1.5
AAFOLC_20420	EC=2.8.3.16
AAFOLC_20430	EC=2.8.3.16
AAFOLC_20435	EC=4.1.1.8
AAFOLC_20445	EC=2.7.1.69
AAFOLC_20465	EC=1.1.1.169
AAFOLC_20480	EC=3.2.1.23;EC=3.4.21.102
AAFOLC_20490	EC=3.6.3.25;EC=3.6.3.28
AAFOLC_20500	EC=2.7.13.3
AAFOLC_20505	EC=3.1.1.61
AAFOLC_20510	EC=2.7.13.3
AAFOLC_20530	EC=3.2.1.14
AAFOLC_20555	EC=1.1.1.100
AAFOLC_20575	EC=2.7.7.65
AAFOLC_20580	EC=2.7.7.n1
AAFOLC_20620	EC=1.4.3.5
AAFOLC_20625	EC=3.6.4.12
AAFOLC_20635	EC=2.1.1.72
AAFOLC_20650	EC=2.5.1.21
AAFOLC_20660	EC=3.1.21.3
AAFOLC_20780	EC=3.6.3.24;EC=3.6.3.36
AAFOLC_20790	EC=2.3.1.39
AAFOLC_20795	EC=1.1.1.1;EC=1.3.1.86
AAFOLC_20815	EC=2.5.1.47
AAFOLC_20820	EC=2.3.2.2
AAFOLC_20830	EC=2.8.3.16;EC=2.8.3.19
AAFOLC_20840	EC=1.12.98.3
AAFOLC_20850	EC=2.8.3.16;EC=2.8.3.19;EC=5.1.99.4
AAFOLC_20860	EC=3.6.3.17
AAFOLC_20875	EC=3.6.3.25
AAFOLC_20885	EC=1.13.12.16
AAFOLC_20895	EC=4.2.1.107;EC=4.2.1.119
AAFOLC_20915	EC=1.3.8.8
AAFOLC_20920	EC=1.1.1.100
AAFOLC_20930	EC=2.3.1.16;EC=2.3.1.9
AAFOLC_20935	EC=6.2.1.3
AAFOLC_20940	EC=6.2.1.3
AAFOLC_20950	EC=4.2.1.17
AAFOLC_20960	EC=2.8.3.16;EC=2.8.3.19
AAFOLC_20965	EC=1.2.1.16;EC=1.2.1.20;EC=1.2.1.3;EC=1.2.1.5
AAFOLC_20975	EC=1.1.1.1
AAFOLC_20985	EC=1.1.1.91
AAFOLC_20995	EC=2.7.7.6
AAFOLC_21000	EC=2.7.7.6
AAFOLC_21010	EC=2.7.2.3
AAFOLC_21055	EC=3.6.5.3
AAFOLC_21070	EC=2.1.1.185;EC=5.1.1.3
AAFOLC_21085	EC=3.4.21.50
AAFOLC_21100	EC=6.2.1.3
AAFOLC_21105	EC=4.2.1.17
AAFOLC_21135	EC=1.1.1.47
AAFOLC_21140	EC=6.2.1.3
AAFOLC_21165	EC=1.4.7.1
AAFOLC_21170	EC=1.4.1.13
AAFOLC_21190	EC=3.5.4.13
AAFOLC_21195	EC=2.5.1.49;EC=4.4.1.11
AAFOLC_21215	EC=2.7.1.69
AAFOLC_21225	EC=3.6.3.3
AAFOLC_21240	EC=1.9.3.1
AAFOLC_21245	EC=1.9.3.1
AAFOLC_21250	EC=1.9.3.1
AAFOLC_21255	EC=7.1.1.9
AAFOLC_21265	EC=3.6.3.25
AAFOLC_21270	EC=5.2.1.8
AAFOLC_21295	EC=3.6.3.25;EC=3.6.3.27;EC=3.6.3.28;EC=3.6.3.30
AAFOLC_21300	EC=3.6.3.25;EC=3.6.3.28
AAFOLC_21310	EC=2.7.7.7
AAFOLC_21315	EC=2.5.1.47
AAFOLC_21325	EC=3.6.1.23
AAFOLC_21330	EC=4.1.1.36;EC=6.3.2.5
AAFOLC_21340	EC=2.1.1.163;EC=2.1.1.201
AAFOLC_21350	EC=2.7.13.3
AAFOLC_21355	EC=3.1.1.1
AAFOLC_21380	EC=3.6.3.25;EC=3.6.3.30;EC=3.6.3.33
AAFOLC_21395	EC=3.1.13.5
AAFOLC_21405	EC=4.2.1.9
AAFOLC_21450	EC=1.8.4.12
AAFOLC_21455	EC=3.4.21.83
AAFOLC_21475	EC=5.2.1.8
AAFOLC_21480	EC=1.1.1.262
AAFOLC_21485	EC=2.1.1.182
AAFOLC_21490	EC=1.8.2.3
AAFOLC_21505	EC=1.1.99.3;EC=1.9.3.1
AAFOLC_21510	EC=1.8.2.1
AAFOLC_21530	EC=2.8.5.2
AAFOLC_21555	EC=1.12.98.3;EC=1.8.1.8
AAFOLC_21565	EC=2.1.1.79
AAFOLC_21580	EC=6.1.1.4
AAFOLC_21590	EC=2.7.7.7
AAFOLC_21595	EC=4.1.2.25
AAFOLC_21615	EC=3.6.3.14
AAFOLC_21620	EC=6.3.5.5
AAFOLC_21630	EC=2.7.13.3
AAFOLC_21665	EC=2.7.1.180
AAFOLC_21795	EC=6.3.4.21
AAFOLC_21805	EC=4.1.1.47
AAFOLC_21810	EC=5.3.1.22
AAFOLC_21815	EC=1.1.1.60
AAFOLC_21820	EC=2.7.1.40
AAFOLC_21830	EC=3.2.2.22
AAFOLC_21835	EC=3.2.2.27
AAFOLC_21840	EC=1.5.5.1
AAFOLC_21845	EC=3.2.1.8
AAFOLC_21865	EC=2.7.8.5
AAFOLC_21870	EC=2.8.1.12
AAFOLC_21875	EC=2.8.1.12
AAFOLC_21885	EC=2.7.4.1
AAFOLC_21890	EC=4.2.1.17
AAFOLC_21895	EC=2.7.13.3
AAFOLC_21900	EC=3.1.4.52
AAFOLC_21905	EC=1.11.1.21
AAFOLC_21915	EC=3.1.6.1
